document_no,sentence_no,content
100,1197,"Additionally, the Cactus City Compressor Station consists of main line block valves, cross-over piping, blow-off piping, and bridle piping, that provide the necessary operational flexibility to the SoCalGas transmission system."
100,1198,"Finally, the block valves and blow off piping satisfy the necessary main line valve spacing and pipeline blow-down requirements as per CPUC safety guidelines."
100,1199,"Because of this, abandonment is not a viable option."
100,1200,"Derating the pipeline to less than 20% SMYS would reduce the capacity of the pipeline, resulting in an inability to meet customer demand and also is not an option."
100,1201,Shut-In Analysis This portion of L-2000 and L-2001 West can be temporarily taken out of service.
100,1202,There are no customer taps on these sections and the existing station piping arrangement allows for the re-routing of gas during the shut in.
100,1203,"Because of this, no CNG or LNG support will be required."
100,1204,Southern California Gas Company 2019 GRC APP299snchoonHighlightForecast Methodology SoCalGas developed a Total Installed Cost (TIC) estimate to implement the above scope of work.
100,1205,"The TIC estimate includes direct costs associated with project management, engineering and design, environmental permitting, land acquisition, material and equipment procurement, and construction."
100,1206,Schedule The schedule was developed based on the seven stage project life cycle described in testimony.
100,1207,"As defined in testimony, key project deliverables were identified and incorporated into a work breakdown structure."
100,1208,"This work breakdown structure was then sequenced, and predecessor and successor tasks were linked."
100,1209,Estimated durations were established for each task to derive a total project timeline.
100,1210,"As described in greater detail below, the preliminary Construction Schedule is estimated to be 43 working days."
100,1211,"Southern California Gas Company 2019 GRC APP300Project Map for Cactus City Station PROJECT MILEAGE TABLE PHASE MILEAGE PHASE 2A 0.156 ACCELERATED - PHASE 2B 0.000 INCIDENTAL 0.011 TOTAL MILEAGE 0.167 Southern California Gas Company 2019 GRC APP301[image: image97.png] 2001W 2000 Legend moomoo Accelerated Phase 2B xXXXX Incidental Abandon Replace Test Pipeline 0 25 50 100 Sources: Esri, HERE, Delorme, USGS, Intermap, INCREMENT P, NRCan, Esri Japan, METI, Esri China Feet (Hong Kong), Esri Korea, Esri (Thailand), MapmyIndia, NGCC, @ OpenStreetMap contributors, and the GIS User Community Satellite Map for Cactus City Station Southern California Gas Company 2019 GRC APP302[image: image98.jpg] 2001W 2000 Legend Hydrotest Replace 25 50 100 Pipeline Feet Esri, HERE, DeLorme, Mapmyindia, @ OpenStreetMap contributors, Esn, HERE, DeLorme, Mapmyindia, @ Open StreetMap contributors, and the GIS user community, Source: Esri, DigitalGlobe, GeoBye, Earthstar Geographics, CNES/Airbus DS."
100,1212,"USDA, USGS, AeroGRID, IGN, and the GIS User Community The direct costs for each area are summarized below."
100,1213,"Material Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $0 $0 $0 $651,692 $0 $651,692 TOTAL DIRECT COSTS $0 $0 $0 $651,692 $0 $651,692 Assumptions Materials for this project will not be purchased until final internal authorization is obtained."
100,1214,"This will allow for material to be procured, inspected and delivered to coincide with the anticipated construction start date."
100,1215,"Construction Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $0 $0 $0 $3,188,612 $0 $3,188,612 TOTAL DIRECT COSTS $0 $0 $0 $3,188,612 $0 $3,188,612 Assumptions In the development of the construction estimate, the following assumptions and clarifications have been made: • Pricing based on current construction costs in Riverside County, CA • Construction scheduled to include 43 working days (10 hours per day, five days per week) • Receipt of all materials to main yard • There will be a total of one laydown yard within station • All buried piping within station will be exposed by hand and backfilling of excavations with zero-sack slurry or sand padding to one foot above pipeline; remainder of backfilling with native soil; excess spoils will be hauled off and disposed • Isolation and final tie-ins are in a continuous duration • Estimate does not include holiday work, cultural resources, or ground water Additional Construction Information • Site Mobilization / Site Facilities - One mobilization and one demobilization - Placement of two office trailers at the laydown yard - Site facility costs to cover a two-month duration Southern California Gas Company 2019 GRC APP303- Crushed rock for the laydown yard • Site Preparation - Preparation of access roads prior to construction - Track-out plates have been included at street access points • Site Management / Best Management Practice (BMP) - BMP materials for spoil piles, laydown yards, and work sites • SoCalGas / Company Furnished Material Handling - Unloading by contractor of four loads of SoCalGas furnished material at the laydown yard • Traffic Control - Not required • Utility Locates - Excavation by hand will expose potential utilities within station • Isolate Existing Pipeline - Installation of one stopple - Pipeline will be isolated and blown down in conjunction with tie-in activities - Pipeline will not be separately isolated until new pipeline has been installed and tested • Pressure Test Pipeline - All new piping will be tested on site prior to installation • Tie-In Pipeline - Pipeline will be isolated and blown down in conjunction with tie-in activities - X-ray of all welds - Isolation and final tie-ins for a continuous duration • Paving - Not required • Retire / Abandon Existing Pipeline - Existing piping will be exposed, demolished and removed • Site Restoration - All worksite locations will be restored to original condition Southern California Gas Company 2019 GRC APP304• Site Demobilization - Demobilization of all site facilities, crew, and equipment - Hauling of excess piping to SoCalGas designated yard • Field Overhead - One Project Manager, one Superintendent, one Cost Controller, and two Safety Personnel for full project duration - Lodging and expenses for field personnel and project management team for full project duration Environmental Survey/Permitting/Monitoring Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $0 $0 $0 $644,305 $0 $644,305 TOTAL DIRECT COSTS $0 $0 $0 $644,305 $0 $644,305 Assumptions In calculating the total estimated environmental cost for L-2000-E Cactus City Replacement, the following environmental items were considered: • Environmental Services (permitting support, surveys and monitoring) • Abatement (asbestos and lead) • Hazardous and Non-hazardous Waste Containment/ Disposal (including hydrostatic test water hauling, treatment and/or disposal) • Permit fees • Mitigation Environmental Labor Environmental Contract Services Labor - 2,110 hours The high level assumptions and specific level of effort to provide environmental support for this project are described in more detail below."
100,1216,"• Document Preparation and Project Management - South Coast Air Quality Management District (SCAQMD) Dust Control Plan - Worker Environmental Awareness Procedure (WEAP) document Southern California Gas Company 2019 GRC APP305• Pre-Construction Surveys - Biological Surveys - Pre-construction biological surveys • Construction Monitoring - Two full time monitors for the duration of construction • Project Closeout Activities - Site restoration, permit reporting, and closeout • Abatement - 29 days for asbestos and lead paint abatement activities Water Treatment and Hazardous Materials • Source Hydrotest water (estimated at 11,000 gallons total) to be obtained by the pipeline contractor • Hydrotest Water Delivery - Trucking to site up to 100 miles round-trip for delivery • Hydrotest Water Disposal – Onsite disposal with treatment; assumes water may require disposal offsite as well if treatment standards can’t be met • Hydrotest standby support (total two days of support) • No groundwater dewatering anticipated • Contaminated soil is not anticipated • Waste sampling and profiling anticipated to support disposal of wastes generated during construction • Hazardous and non-hazardous waste transport and disposal anticipated for various wastes (e.g. lead paint, pigs used to dry the pipeline post hydrostatic testing, asbestos containing material, etc.) Permit Fees • SCAQMD dust control plan fee (fees are determined by the agencies and are subject to change) Mitigation Fees • $5,730 - Compensatory mitigation fees for 1 acre of disturbance Land & Right-of-Way Acquisition Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $0 $0 $0 $0 $0 $0 TOTAL DIRECT COSTS $0 $0 $0 $0 $0 $0 Southern California Gas Company 2019 GRC APP306Land Services Labor • Land Contract Services Labor: 0 hours Project located in Cactus City Station, so no land acquisition is required."
100,1217,"Company Labor Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $633,944 $0 $633,944 DIRECT NON-LABOR $0 $0 $0 $0 $0 $0 TOTAL DIRECT COSTS $0 $0 $0 $633,944 $0 $633,944 Assumptions SoCalGas Non-Union Labor is estimated based upon activity level of effort and is divided into the following categories: SoCalGas Labor – Management, Engineering and Non-Union Labor • Project Management (1959 hours) • Project Field Management (697 hours) • Project Engineers (131 hours) • Construction Management / Inspectors (344 hours) • Environmental (774 hours) • Other Departments (810 hours) SoCalGas Union Labor costs were developed with the guidance of SoCalGas Construction Management organization and whose costs are duration dependent and activity specific SoCalGas Field Labor – Distribution, Transmission, Pipeline Integrity, and Other Field Departments • SoCalGas Field Labor (10 hours) Other Capital Costs Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $0 $0 $0 $1,579,437 $0 $1,579,437 TOTAL DIRECT COSTS $0 $0 $0 $1,579,437 $0 $1,579,437 Southern California Gas Company 2019 GRC APP307Assumptions Other costs assume use of contracted Project Management, Engineering, Survey, Design Services and other costs."
100,1218,"The major components in this category include: • Engineering / Design Services (4,785 total hours) • PM / Project Services (1,196 hours) • Construction Management (1,920 hours) • Surveying / As-builts (1,236 hours) Disallowance In D.14-06-007, the Commission approved implementation of SoCalGas and SDG&E’s PSEP, and disallowed recovery of specified costs associated with pressure testing or replacing pipeline segments installed after July 1, 1961."
100,1219,"This decision was later modified by D.15-12-020 to include pipe installed from January 1, 1956 to July 1, 1961."
100,1220,The Line 2000E Cactus City Station Replacement project includes 510 feet of Category 4 pipe installed in 1965 and 1966 that does not have test records to demonstrate compliance with the then-applicable industry or regulatory strength testing and record keeping standards.
100,1221,"This resulted in an anticipated cost disallowance of $251,136."
100,1222,"Southern California Gas Company 2019 GRC APP308 WP-IV-A1-A29 Valve Enhancement Plan Workpaper Southern California Gas Company 2019 GRC APP309SUPPLEMENTAL WORKPAPER SUMMARY 2019 GRC APPLICATION VALVE ENHANCEMENT PLAN COSTS Project Line O&M Costs Capital Costs Total Cost Workpaper Page Valve Enhancement Plan $0 $246,000,000 $246,000,000 WP-IV-A1 TOTAL $0 $246,000,000 $246,000,000 Southern California Gas Company 2019 GRC APP310Project Costs Prior to 2018* 2018 2019 2020 2021 Total DIRECT LABOR $405,654 $1,216,961 $6,760,896 $6,220,024 $5,679,153 $20,282,688 DIRECT NON-LABOR $4,514,346 $13,543,039 $75,239,104 $69,219,976 $63,200,847 $225,717,312 TOTAL DIRECT COSTS $4,920,000 $14,760,000 $82,000,000 $75,440,000 $68,880,000 $246,000,000 Total Capital Costs $4,920,000 $14,760,000 $82,000,000 $75,440,000 $68,880,000 $246,000,000 * Actual costs incurred associated with planning and engineering design work are included in the project cost estimates Project Description In D.14-06-007, the Commission approved SoCalGas and SDG&E’s Pipeline Safety Enhancement Plan (PSEP), which included a proposed plan to enhance transmission pipeline valve infrastructure to support the automatic and remote isolation of transmission pipelines operated in more populated areas within 30 minutes or less in the event of a pipeline rupture."
100,1223,"SoCalGas proposes to continue implementation of their approved Valve Enhancement Plan (VEP) in years 2019 through 2021, summarized as follows: Planned Enhancement Total Count Installation of new Automatic Shut-off Valve (ASV)/Remote Control Valve (RCV) on transmission pipelines 150 Installation of new backflow prevention devices, either with check valve installations or through modifications to existing regulator stations 80 Installation of new communications equipment to enhance existing valve sites already equipped with ASV/RCV technology 46 Installation of new flow meters on major transmission pipelines and at major interconnection points 8 Total 284 The total direct cost forecast to complete this valve enhancement work in years 2019 through 2021 is approximately $246 million."
100,1224,"Forecast Methodology, assumptions, and illustrative examples are provided starting on Page WP-II-A14."
100,1225,Scope of Work The following nine project types form the basis of the work to be completed and correspond to the categories described in the approved VEP.
100,1226,1.
100,1227,"Installation of control power, and telemetry equipment (C/P) 2."
100,1228,"Installation of a new aboveground actuator on an existing valve equipped with control, power and telemetry (A/AG) 3."
100,1229,"Installation of a new vaulted actuator on an existing valve equipped with control, power and telemetry Southern California Gas Company 2019 GRC APP311(A/VT) 4."
100,1230,"Installation of a new underground valve with a vaulted actuator equipped with control, power and telemetry (NV/AG) 5."
100,1231,"Installation of a new underground valve with a vaulted actuator equipped with control, power, and telemetry (NV/VT) 6."
100,1232,Installation of new solar power equipment and radio telemetry to enhance an existing automated valve (COMM) 7.
100,1233,Installation of new control piping to an existing regulator station to prevent backflow (BFP1) 8.
100,1234,Installation of a new underground check valve on an existing pipeline to prevent backflow (BFP2) 9.
100,1235,"Installation of a new vaulted flow meter on an existing pipeline equipped with power and telemetry (FM) Table 1 Valve Project List Table 1 below provides the sizes, project types from the list above, and modification costs for each individual valve or project location."
100,1236,"Multiple valves installed at a particular location have the same line number and milepost location, and are therefore denoted in the table by unique valve identification numbers in the third column."
100,1237,"Line Mile Valve ID # Valve Size (in.) Project Type Modification Cost ($000) 85 24.64 0 6 - COMM $ 252 85 55.98 0 2 - A/AG $ 914 85 61.72 New Location 4 - NV/AG $ 1,786 85 105.72 0 4 - NV/AG $ 2,256 85 113.67 0 4 - NV/AG $ 2,256 85 119.16 0 4 - NV/AG $ 2,256 85 129.87 0 4 - NV/AG $ 1,786 85 137.99 0 4 - NV/AG $ 1,786 85 144.26 0 5 - NV/VT $ 2,525 115 2.20 0 7 - BFP1 $ 10 115 6.98 0 5 - NV/VT $ 3,402 115 6.98 3 5 - NV/VT $ 1,836 115 6.98 4 5 - NV/VT $ 1,836 115 11.69 0 7 - BFP1 $ 10 115 13.57 0 7 - BFP1 $ 10 119 50.75 0 6 - COMM $ 252 120 92.71 0 7 - BFP1 $ 10 120 93.86 0 5 - NV/VT $ 2,525 Southern California Gas Company 2019 GRC APP312Line Mile Valve ID # Valve Size (in.) Project Type Modification Cost ($000) 120 97.86 0 5 - NV/VT $ 2,525 127 0.21 1 3 - A/VT $ 1,241 140 2.32 0 2 - A/AG $ 812 160 0.21 3 3 - A/VT $ 1,197 203 0.51 3 2 - A/AG $ 828 225 5.15 New Location 4 - NV/AG $ 3,290 225 11.04 0 6 - COMM $ 252 225 54.95 0 1 - C/P $ 647 225 59.88 0 6 - COMM $ 252 225 67.92 0 2 - A/AG $ 1,743 225 78.22 0 7 - BFP1 $ 10 225 80.79 0 2 - A/AG $ 1,743 235 11.95 0 6 - COMM $ 252 235 24.95 0 6 - COMM $ 252 235 36.50 0 6 - COMM $ 252 235 45.53 0 6 - COMM $ 252 235 69.17 0 6 - COMM $ 252 235 79.48 0 6 - COMM $ 252 235 90.15 0 6 - COMM $ 252 235 102.25 0 6 - COMM $ 252 235 115.15 3 2 - A/AG $ 1,611 235 136.02 0 6 - COMM $ 252 235 147.53 0 6 - COMM $ 252 235 158.38 0 1 - C/P $ 647 235 165.00 New Location 4 - NV/AG $ 2,957 235 222.19 0 1 - C/P $ 647 235 229.71 0 6 - COMM $ 252 235 234.71 0 1 - C/P $ 647 235 240.82 0 3 - A/VT $ 1,162 247 6.90 0 2 - A/AG $ 890 247 11.49 0 8 - BFP2 $ 273 247 14.31 0 2 - A/AG $ 890 293 0.00 0 6 - COMM $ 252 293 8.23 5 7 - BFP1 $ 10 324 6.80 0 3 - A/VT $ 2,195 Southern California Gas Company 2019 GRC APP313Line Mile Valve ID # Valve Size (in.) Project Type Modification Cost ($000) 324 12.00 25 1 - C/P $ 647 324 12.00 26 1 - C/P $ 647 324 12.00 39 1 - C/P $ 647 324 18.00 0 1 - C/P $ 647 324 26.09 0 1 - C/P $ 647 324 33.80 0 6 - COMM $ 252 324 38.80 0 1 - C/P $ 647 335 44.70 0 1 - C/P $ 647 335 52.24 0 1 - C/P $ 647 335 57.29 0 1 - C/P $ 647 335 63.99 0 3 - A/VT $ 1,162 404 0.00 0 2 - A/AG $ 914 404 3.72 0 7 - BFP1 $ 10 404 27.82 1 7 - BFP1 $ 10 404 48.69 0 7 - BFP1 $ 10 406 0.00 12 2 - A/AG $ 1,062 406 27.94 0 7 - BFP1 $ 10 406 51.46 0 5 - NV/VT $ 2,121 407 0.05 0 5 - NV/VT $ 3,402 407 9.91 0 3 - A/VT $ 2,195 765 0.00 0 3 - A/VT $ 2,195 765 0.00 2 7 - BFP1 $ 10 765 1.67 0 7 - BFP1 $ 10 765 2.05 0 7 - BFP1 $ 10 765 3.03 0 7 - BFP1 $ 10 765 3.54 0 7 - BFP1 $ 10 765 3.93 0 7 - BFP1 $ 10 765 6.20 0 3 - A/VT $ 2,195 765 6.20 3 8 - BFP2 $ 273 765 6.20 4 8 - BFP2 $ 273 765 7.78 0 7 - BFP1 $ 10 765 8.24 1 3 - A/VT $ 1,197 765 8.24 2 3 - A/VT $ 1,197 765 8.75 0 8 - BFP2 $ 273 765 9.75 0 8 - BFP2 $ 273 Southern California Gas Company 2019 GRC APP314Line Mile Valve ID # Valve Size (in.) Project Type Modification Cost ($000) 765 12.82 0 7 - BFP1 $ 10 765 13.35 0 3 - A/VT $ 1,179 765 14.17 0 5 - NV/VT $ 1,858 765 14.61 0 7 - BFP1 $ 10 765 18.35 0 5 - NV/VT $ 2,873 765 18.35 1 8 - BFP2 $ 273 765 18.35 2 8 - BFP2 $ 273 765 19.30 0 7 - BFP1 $ 10 765 20.08 0 7 - BFP1 $ 10 765 20.76 0 7 - BFP1 $ 10 765 22.80 0 5 - NV/VT $ 2,873 765 22.80 1 5 - NV/VT $ 1,836 765 22.80 2 5 - NV/VT $ 1,836 765 22.80 1 New Flow Meter 9 - FM $ 852 765 22.80 2 New Flow Meter 9 - FM $ 852 765 24.74 0 7 - BFP1 $ 10 765 31.92 0 5 - NV/VT $ 1,980 765 32.19 0 5 - NV/VT $ 2,121 800 2.72 0 6 - COMM $ 252 800 9.74 0 6 - COMM $ 252 800 14.57 0 6 - COMM $ 252 800 20.12 0 6 - COMM $ 252 800 26.07 0 2 - A/AG $ 890 VN-NG-PO3-AO5 2 - A/AG $ 846 GT-NG-044-012 2 - A/AG $ 828 1004 8.06 0 1 - C/P $ 647 1004 34.18 0 1 - C/P $ 647 1005 4.46 0 1 - C/P $ 647 1005 38.50 0 1 - C/P $ 647 1010 3.61 0 6 - COMM $ 252 1010 11.40 0 2 - A/AG $ 890 1011 0.00 0 3 - A/VT $ 1,241 1014 3.80 0 7 - BFP1 $ 10 1014 9.34 0 7 - BFP1 $ 10 1014 20.70 0 7 - BFP1 $ 10 Southern California Gas Company 2019 GRC APP315Line Mile Valve ID # Valve Size (in.) Project Type Modification Cost ($000) 1014 23.81 0 7 - BFP1 $ 10 1014 24.06 0 7 - BFP1 $ 10 1014 24.65 0 7 - BFP1 $ 10 1015 9.29 2 3 - A/VT $ 1,655 1015 9.29 3 3 - A/VT $ 1,655 1016 13.94 2 3 - A/VT $ 2,195 1016 13.94 3 3 - A/VT $ 2,195 1017 11.69 0 7 - BFP1 $ 10 1017 12.34 0 7 - BFP1 $ 10 1018 9.27 0 7 - BFP1 $ 10 1019 2.08 0 7 - BFP1 $ 10 1019 4.31 0 7 - BFP1 $ 10 1019 9.18 0 7 - BFP1 $ 10 1019 13.87 0 7 - BFP1 $ 10 1030 49.97 0 6 - COMM $ 252 1030 58.09 0 6 - COMM $ 252 1030 72.16 0 6 - COMM $ 252 1132 0.00 0 5 - NV/VT $ 1,836 1170 2.58 0 7 - BFP1 $ 10 1176 0.00 0 5 - NV/VT $ 3,402 1176 3.17 0 7 - BFP1 $ 10 1180 0.00 0 5 - NV/VT $ 2,121 1180 0.00 1 5 - NV/VT $ 2,121 1180 3.81 0 2 - A/AG $ 1,611 1181 0.00 0 2 - A/AG $ 1,199 1181 5.22 0 5 - NV/VT $ 3,402 1192 0.00 0 1 - C/P $ 647 1192 3.92 0 1 - C/P $ 647 1192 4.05 New Flow Meter 9 - FM $ 852 1205 4.83 0 5 - NV/VT $ 3,903 1229 0.00 0 5 - NV/VT $ 3,402 1230 0.75 0 7 - BFP1 $ 10 2000 0.18 0 1 - C/P $ 647 BY-NG-01-046 1 - C/P $ 647 BY-NG-01-002 1 - C/P $ 647 Southern California Gas Company 2019 GRC APP316Line Mile Valve ID # Valve Size (in.) Project Type Modification Cost ($000) 2000 16.35 0 6 - COMM $ 252 2000 30.99 0 6 - COMM $ 252 2000 43.81 0 6 - COMM $ 252 2000 58.09 0 6 - COMM $ 252 2000 72.16 0 6 - COMM $ 252 2000 135.22 0 1 - C/P $ 647 2000 209.72 0 7 - BFP1 $ 10 2000 211.63 0 7 - BFP1 $ 10 2000 212.68 15 7 - BFP1 $ 10 2001 0.10 0 1 - C/P $ 647 2001 16.35 0 1 - C/P $ 647 2001 30.99 0 6 - COMM $ 252 2001 135.71 0 1 - C/P $ 647 2001 212.22 0 7 - BFP1 $ 10 2001 212.58 1 8 - BFP2 $ 351 2001 212.58 2 8 - BFP2 $ 351 2003 16.30 0 7 - BFP1 $ 10 2003 18.24 1 7 - BFP1 $ 10 2003 21.24 0 7 - BFP1 $ 10 2006 3.05 0 7 - BFP1 $ 10 2051 81.01 0 2 - A/AG $ 1,611 3000 0.56 0 2 - A/AG $ 1,611 3000 19.91 0 6 - COMM $ 252 3000 30.42 0 6 - COMM $ 252 3000 40.90 0 6 - COMM $ 252 3000 50.10 0 6 - COMM $ 252 3000 61.23 0 6 - COMM $ 252 3000 70.44 0 6 - COMM $ 252 3000 79.23 0 6 - COMM $ 252 3000 87.93 0 6 - COMM $ 252 3000 241.95 70 1 - C/P $ 647 3000 241.95 73 1 - C/P $ 647 3000 247.04 0 2 - A/AG $ 1,611 3000 252.34 0 5 - NV/VT $ 3,402 3000 257.78 0 3 - A/VT $ 1,162 Southern California Gas Company 2019 GRC APP317Line Mile Valve ID # Valve Size (in.) Project Type Modification Cost ($000) 3000 257.78 New Flow Meter 9 - FM $ 852 3000 261.73 0 3 - A/VT $ 2,195 3000 263.65 0 7 - BFP1 $ 10 3000 265.15 0 7 - BFP1 $ 10 3000 267.69 0 7 - BFP1 $ 10 3000 268.44 0 7 - BFP1 $ 10 3000 269.98 0 8 - BFP2 $ 390 3000 269.99 0 5 - NV/VT $ 3,402 3000 269.99 New Flow Meter 9 - FM $ 852 3000 270.00 0 8 - BFP2 $ 390 3000 270.60 0 7 - BFP1 $ 10 3000 272.23 0 7 - BFP1 $ 10 3000 273.99 0 3 - A/VT $ 2,195 3000 277.49 0 5 - NV/VT $ 3,402 3000 277.49 3 8 - BFP2 $ 273 3000 277.49 4 8 - BFP2 $ 273 3000 279.41 0 7 - BFP1 $ 10 3000 281.50 0 3 - A/VT $ 2,195 3000 281.50 1 5 - NV/VT $ 1,858 3000 281.50 2 5 - NV/VT $ 1,858 3001 0.00 0 3 - A/VT $ 1,241 3001 0.00 2 3 - A/VT $ 1,241 3001 1.01 New Flow Meter 9 - FM $ 852 3001 5.24 3 3 - A/VT $ 1,197 3002 0.00 4 3 - A/VT $ 1,295 3003 0.00 74 1 - C/P $ 647 3003 5.06 0 2 - A/AG $ 1,611 3003 10.15 0 3 - A/VT $ 2,195 3003 16.85 New Flow Meter 9 - FM $ 852 3003 17.77 0 5 - NV/VT $ 3,402 3003 18.37 0 5 - NV/VT $ 1,980 3003 26.00 New Flow Meter 9 - FM $ 852 3003 28.83 0 5 - NV/VT $ 3,726 3005 0.03 0 5 - NV/VT $ 1,980 3005 0.03 1 5 - NV/VT $ 1,980 Southern California Gas Company 2019 GRC APP318Line Mile Valve ID # Valve Size (in.) Project Type Modification Cost ($000) 3008 1.98 78 1 - C/P $ 647 4000 11.03 0 1 - C/P $ 647 4000 23.65 0 1 - C/P $ 647 4000 36.93 0 1 - C/P $ 647 4000 61.55 0 1 - C/P $ 647 4000 61.55 7 1 - C/P $ 647 4000 61.55 9 1 - C/P $ 647 5000 30.99 0 6 - COMM $ 252 5000 43.81 0 6 - COMM $ 252 5000 58.09 0 6 - COMM $ 252 5000 72.51 0 6 - COMM $ 252 5000 134.72 0 1 - C/P $ 647 5034 0.00 1 8 - BFP2 $ 273 6905 7.93 0 6 - COMM $ 252 6905 15.99 0 6 - COMM $ 252 6906 0.00 1 1 - C/P $ 647 6906 0.00 2 1 - C/P $ 647 6906 11.00 0 3 - A/VT $ 1,655 7000 2.71 0 7 - BFP1 $ 10 7000 14.73 0 7 - BFP1 $ 10 7000 45.44 1 7 - BFP1 $ 10 7000 60.64 0 7 - BFP1 $ 10 7039 6.68 1 7 - BFP1 $ 10 7039 9.18 1 7 - BFP1 $ 10 8109 0.00 0 1 - C/P $ 647 8109 18.12 0 6 - COMM $ 252 8109 40.76 0 1 - C/P $ 647 8109 44.49 0 3 - A/VT $ 1,295 8109 50.24 0 1 - C/P $ 647 8109 51.70 0 3 - A/VT $ 1,295 8109 54.27 0 5 - NV/VT $ 2,121 31-09 2.61 2 3 - A/VT $ 1,295 31-09 6.62 3 3 - A/VT $ 1,295 31-09 8.79 4 3 - A/VT $ 1,295 31-09A 8.79 1 3 - A/VT $ 1,179 Southern California Gas Company 2019 GRC APP319Line Mile Valve ID # Valve Size (in.) Project Type Modification Cost ($000) 32-21 2.32 8 3 - A/VT $ 1,197 32-21 4.19 9 3 - A/VT $ 1,241 32-21 7.56 5 3 - A/VT $ 1,197 33-120 3312 3312 7 - BFP1 $ 10 33-120 3313 3313 7 - BFP1 $ 10 33-120 3314 3314 7 - BFP1 $ 10 33-120 6264 6264 7 - BFP1 $ 10 33-120 97875 97875 3 - A/VT $ 1,655 35-20 1017 3 - A/VT $ 1,241 35-20 2.1 3 - A/VT $ 1,241 35-20A 03 3 - A/VT $ 1,197 35-20A 02 3 - A/VT $ 1,241 35-20A 03 3 - A/VT $ 1,179 36-1007 108 3 - A/VT $ 1,162 36-1007 109 3 - A/VT $ 1,162 36-1007 107 3 - A/VT $ 1,197 38-504 4.82 3 2 - A/AG $ 890 38-504 8.55 D1 3 - A/VT $ 1,241 38-504 12.8 2 - A/AG $ 890 43-53 7 - BFP1 $ 10 43-54 7 - BFP1 $ 10 Overall Total $ 246,000 Southern California Gas Company 2019 GRC APP320The following maps depict the general geographic locations of the major valve projects included in this forecast."
100,1238,SoCalGas LA Basin Major VEP Work Locations Note that maps may overlap due to scale.
100,1239,Southern California Gas Company 2019 GRC APP321[image: image99.jpg] Lancaster Palmdale Santa Clarita Ventura Los Los Angele Angeles San Bernardino Pasadena Pomona 1.
100,1240,C/F Santa Monica 2.
100,1241,A/AG Santa Fe Springs Chino 3.
100,1242,A/VT 4.
100,1243,NV/AG Riverside 5.
100,1244,NV/VT Long Beach 6.
100,1245,COMM Anaheim 7.
100,1246,BFP1 oforange 8.
100,1247,BFP2 9.
100,1248,"FM Transmission Pipelines 0 2.5 5 10 Miles Source: Earl Digis Globe, becave, Earthistar Geographies, ONES HIrous DS, USDA USGS, Here GRIBy GR, and the 618 User Community SoCalGas Inland and Desert Major VEP Work Locations Note that maps may overlap due to scale."
100,1249,Southern California Gas Company 2019 GRC APP322[image: image100.jpg] Clark Kern Mohave Needles Lancaster San Palmdale Bernardino Los Angeles Pomona Chino Anaheim Palm Springs Riverside Orange Blythe 1.
100,1250,C/P La 2.
100,1251,A/AG Paz 3.
100,1252,A/VT 4.
100,1253,NV/AG 5.
100,1254,NV/VT 6.
100,1255,COMM San Imperial Diego 7.
100,1256,BFP1 8.
100,1257,BFP2 9.
100,1258,"FM Centro 0 5 10 20 Miles Yuma Transmission Pipelines Esni, Digital Globe, Gecage, Barthstar (Geographics, CHEST-INDUS DIAN USDA USGS/ AERO GRID, Isk, and the GIS User Community SoCalGas Northern Major VEP Work Locations Note that maps may overlap due to scale."
100,1259,Southern California Gas Company 2019 GRC APP323[image: image101.jpg] San Benito Visalia Lemoore Tulare Fresno Kings Tipton Tulare Monterey Paso Robles' Atascadero Bakersfield San Luis Obispo Kern San Luis Obispo Avila Beach Santa 1.
100,1260,C/F Maria 2.
100,1261,A/AG Lancaster 3.
100,1262,A/VT Santa Barbara 4.
100,1263,NV/AG Palmdale 5.
100,1264,NV/VT 6.
100,1265,COMM Santa Barbara Ventura LOS Angeles 7.
100,1266,BFP1 Clarita 8.
100,1267,BFP2 Angeles 9.
100,1268,"FM Transmission Pipelines 5 10 20 Miles Oxnard Bourse: Esr Diet:Jalbe, Gecare, Earthstar Geographies, ONES Airbus DS, USDA lek, and the G.a User Community Forecast Methodology Summary The cost estimates for ACV/RCV installations were derived by averaging installed costs for recent valve enhancement projects of similar scope from years 2015 through 20171."
100,1269,"First, SoCalGas generated work breakdown structures for each of the valve enhancement project types described in the scope of work above and repeated below for ease of reference: 1."
100,1270,"Installation of control power, and telemetry equipment (C/P) 2."
100,1271,"Installation of a new aboveground actuator on an existing valve equipped with control, power and telemetry (A/AG) 3."
100,1272,"Installation of a new vaulted actuator on an existing valve equipped with control, power and telemetry (A/VT) 4."
